Id,SalePrice
1461,121584.02300867927
1462,152060.72850595322
1463,176910.41166430572
1464,202909.80803000485
1465,201635.3126271295
1466,185159.8146090277
1467,202031.64069495758
1468,173812.28712533123
1469,211651.2824220407
1470,115523.18633748981
1471,210144.40829805715
1472,107058.36928918387
1473,84295.40072686458
1474,155203.76850280748
1475,121248.84031014808
1476,316501.8175701028
1477,243766.72841372062
1478,278117.189874041
1479,269130.3962692612
1480,381926.2799966982
1481,293131.8133518277
1482,215749.33528175915
1483,179072.80812740384
1484,177771.01218320022
1485,199027.1325048486
1486,213132.72585793643
1487,291025.03744766256
1488,257479.42929421342
1489,187834.10681324865
1490,234729.93143111595
1491,211661.39018969552
1492,92803.25768868724
1493,209560.20985700056
1494,277631.9343152004
1495,279255.3705318711
1496,228444.3195300697
1497,175150.07460049103
1498,155740.99388603587
1499,165489.59033475874
1500,149681.88982017245
1501,167421.50700805848
1502,145791.88860139513
1503,283388.9264928788
1504,252604.39477859263
1505,229800.97130450286
1506,207291.29466605152
1507,257436.01087536273
1508,211691.83930784615
1509,157946.04569441976
1510,143244.4509620017
1511,149194.0525292774
1512,185967.743751053
1513,170064.74452791282
1514,148696.92807908804
1515,219209.65363184857
1516,163370.81988407287
1517,171359.89254756924
1518,128836.74651551415
1519,236215.83372747898
1520,126976.51477728767
1521,123901.78632125095
1522,193519.3411552441
1523,87308.19134366373
1524,115886.45614394115
1525,103617.18985680374
1526,92052.3141004123
1527,89736.38772604725
1528,157623.2427813264
1529,130405.72547973978
1530,234161.28456763917
1531,129731.0350680651
1532,103289.9515411004
1533,150337.10950743116
1534,133208.84149585263
1535,159461.63939683343
1536,104612.45675185043
1537,29847.55501139525
1538,189131.24460773886
1539,227205.6386364398
1540,105462.73289537139
1541,156701.40557727136
1542,146073.58029732876
1543,203264.3888826765
1544,76323.04670342454
1545,136652.3607163619
1546,138262.56669063692
1547,137811.78591432422
1548,144666.24420832872
1549,124067.34632121539
1550,128935.59669509076
1551,137533.33236776025
1552,135572.02647070558
1553,153312.27626987698
1554,129473.23444778088
1555,169971.31653277203
1556,80817.7713537662
1557,84560.46293362667
1558,95894.08488334191
1559,63801.523109198315
1560,132955.38566951617
1561,122292.21042034088
1562,116235.72347194079
1563,119732.33894755808
1564,156702.51997134235
1565,136080.0712977865
1566,252920.48452783236
1567,59959.42069196678
1568,221985.07944041956
1569,94871.14531996881
1570,142289.9163388784
1571,113713.24847739539
1572,144167.00834284112
1573,255911.41235996375
1574,121768.49612949003
1575,243396.98079515854
1576,250658.86236038257
1577,200260.67694944082
1578,145945.87698729208
1579,135891.52497214102
1580,213646.2909587269
1581,142027.76816215948
1582,123087.78021026566
1583,307110.0462560146
1584,235353.852653281
1585,152787.38297773222
1586,45574.41205032781
1587,98549.97180383513
1588,151537.1363746603
1589,101539.39597835124
1590,137817.51880634937
1591,62943.484333145316
1592,125555.25714079977
1593,139371.8665726693
1594,125277.2083666774
1595,111083.4094824472
1596,215918.90722913633
1597,167333.18206650543
1598,205594.4516490221
1599,203692.67595884437
1600,190658.93561209197
1601,24873.755470290896
1602,125939.19221186626
1603,59134.09153302596
1604,259799.9261359315
1605,267436.9009638896
1606,180776.41196835722
1607,181419.88717133802
1608,222785.9481141165
1609,199827.09502580075
1610,153995.40066414332
1611,160636.60543854308
1612,168842.45855587098
1613,174858.06552117656
1614,132116.8075500913
1615,62028.83687571273
1616,41624.536201325594
1617,66544.24050050357
1618,112605.78546942258
1619,149113.63129350805
1620,184805.77474478737
1621,136397.01017667365
1622,132791.71957122308
1623,270923.74969942967
1624,216371.13249012298
1625,123694.46992535808
1626,186097.72843494266
1627,198553.0151169464
1628,281560.9317077221
1629,196255.89184602932
1630,336364.311744842
1631,221771.51032395946
1632,242336.30317411973
1633,190473.30514688278
1634,198275.5039120972
1635,189398.06377455464
1636,164855.9327583625
1637,197498.84675092893
1638,218588.50437936868
1639,206632.67144606644
1640,270905.3722102731
1641,202122.11008215122
1642,232832.84016933612
1643,234903.4703133838
1644,238960.62324306124
1645,234597.71239355195
1646,175189.07613345556
1647,177805.47504840605
1648,137666.4124895644
1649,131716.52386460186
1650,112479.76618234429
1651,109001.34085714305
1652,110672.83691144409
1653,112034.41523108934
1654,156976.30097821268
1655,153958.06381197064
1656,146635.1930539657
1657,160733.02520935063
1658,149944.43693592068
1659,139462.7200236565
1660,141766.94793152885
1661,364272.4209868319
1662,337840.1702196933
1663,321756.1227657333
1664,421872.66542762564
1665,284464.0174763157
1666,292115.81884620956
1667,314813.5368704798
1668,306513.6107695825
1669,293597.6292827179
1670,308056.3833153191
1671,260910.97271658387
1672,373396.02660518023
1673,286900.9504623214
1674,250864.75386001257
1675,189558.93248969142
1676,200723.3584072006
1677,217353.59804504988
1678,392859.8737729601
1679,319998.83254994353
1680,287370.06125802273
1681,241720.11996125715
1682,285911.84060121473
1683,197047.8357321314
1684,203809.34250622056
1685,180442.13228373055
1686,180927.54607016098
1687,181232.74762007903
1688,207564.63869359
1689,211155.31625875636
1690,216726.06315554393
1691,203814.1685967407
1692,263881.5226587918
1693,182708.32462428132
1694,195338.88635142386
1695,183966.3698552411
1696,275971.90636552294
1697,187842.0465759625
1698,328598.56424345163
1699,287102.99294881243
1700,250974.9003046769
1701,276982.84211493266
1702,255906.46398773475
1703,255518.64082071686
1704,279326.57480715704
1705,239026.23194309196
1706,379372.0950147642
1707,200176.57339169845
1708,210427.46233224327
1709,268366.2160267436
1710,232729.4497794275
1711,269068.78658916394
1712,257999.9741472571
1713,269108.62846522604
1714,227944.64102642995
1715,209737.1046764931
1716,187448.10310769844
1717,192156.3970474603
1718,132658.2498468972
1719,218526.6123080838
1720,243776.9660292818
1721,184347.27806241962
1722,119538.44608501386
1723,164377.049296633
1724,225053.47111960896
1725,239928.99064595834
1726,188902.63096954592
1727,158293.02377635572
1728,195387.7525262995
1729,168354.97686717217
1730,170358.8601744629
1731,113644.1063048935
1732,118905.58967422508
1733,113341.62406549638
1734,114708.74414444563
1735,130168.02283898008
1736,102868.5140332104
1737,332798.94859924173
1738,243972.98330466455
1739,283761.68504310877
1740,195316.23215782474
1741,186716.6371145759
1742,165176.66396311036
1743,179511.99571405438
1744,293794.74148604315
1745,228762.8424303122
1746,224684.99699053483
1747,235453.81243710278
1748,228040.87879185326
1749,159686.328024487
1750,151353.7306725016
1751,253739.02375885815
1752,116037.91381238599
1753,159257.34258556354
1754,231330.14988828654
1755,162191.27468099847
1756,129816.02016669372
1757,100942.36192050087
1758,145809.08217072726
1759,181757.09244804573
1760,165690.9577305888
1761,161809.49044205318
1762,175780.87898999295
1763,172335.28865928197
1764,111716.60126455838
1765,205638.22545692412
1766,210149.420982857
1767,248687.87996578583
1768,142535.6669430855
1769,183485.03288849822
1770,161401.4109699095
1771,119448.79604026303
1772,133054.08052058233
1773,109240.19265441783
1774,139239.1888525947
1775,144778.26885748422
1776,135178.25477367983
1777,100558.26599778095
1778,144890.33400701772
1779,119570.21147789463
1780,195190.6738520573
1781,122096.64890255441
1782,51368.94266988023
1783,136531.10480948316
1784,86656.11865113466
1785,106831.83845050918
1786,143530.30778332765
1787,166326.81271663914
1788,5626.604581926076
1789,95480.17644489871
1790,36718.50744872645
1791,203831.98597189737
1792,169002.7903350381
1793,156358.1433522667
1794,178160.85667188652
1795,130141.43056057277
1796,130912.97723268619
1797,141019.07740548195
1798,107645.55675689247
1799,104631.73571196722
1800,107468.8511371545
1801,103785.35059403535
1802,154446.073694419
1803,162615.7620718886
1804,132970.2967624981
1805,149187.8562898736
1806,142276.7790088429
1807,177387.8970820756
1808,117065.154210268
1809,111792.9861680842
1810,146786.38360754453
1811,55794.643596692826
1812,92987.86556793627
1813,121002.64730398083
1814,79018.86517313251
1815,13317.95697211416
1816,91355.67739115912
1817,97213.06310675619
1818,160748.7279585285
1819,127023.1038184585
1820,36317.78091580677
1821,117719.62256244145
1822,156857.43097839365
1823,9144.248615575489
1824,139364.02120571875
1825,138509.81709861988
1826,87242.67059050291
1827,102873.99512046576
1828,140086.6693279741
1829,152405.2120119636
1830,165109.86578645522
1831,190302.41524193477
1832,108846.54759988113
1833,162347.85513655748
1834,131820.30503029004
1835,115479.55947790819
1836,132607.99100125814
1837,84518.83441537956
1838,120534.01841532154
1839,83903.86375672079
